title,rating,detail,level
neural networks for sentiment and stock price prediction,4.1,Beginner,2.5 total hours
Natural Language Processing(NLP) with Deep Learning in Keras,4.2,"Word2Vec, Glove, FastText, Universal Sentence Encoder, GRU, LSTM, Conv-1D, Seq2Seq, Machine Translation and much more! | By CARLOS QUIROS",Intermediate
R for Data Science: Learn R Programming in 2 Hours,4.6,Enter the world of R Programming: Everything you need to get started with R and Data Science in just 2 HOURS! | By Ajay R Warrier,Beginner
Artificial Intelligence Bootcamp in R Programming,4.4,Practical Neural Networks and Deep Learning in R | By Minerva Singh,Intermediate
Statistics Masterclass for Data Science and Data Analytics,4.4,"Build a Solid Foundation of Probability & Statistics, Master Every Concept Needed for Data Science and Data Analytics | By Vijay Gadhave",All Levels
Introduction to Generative Adversarial Networks with PyTorch,4.0,"A comprehensive course on GANs including state of the art methods, recent techniques, and step-by-step hands-on projects | By Mustafa Qamaruddin",Intermediate
"Intro to Big Data, Data Science and Artificial Intelligence",4.4,"Big Data Technology & Tools for non-technical leaders. Industry expert insights on IoT, AI and Machine Learning for all. | By Julia Mariasova",Beginner
Data Science : Master Machine Learning Without Coding,4.2,Learn Fundamentals Of Data Science & Machine Learning With Rapidminer (No Coding). Dataset & Solutions Included. | By Ram Prasad,Beginner
Statistics with R - Advanced Level,4.3,Advanced statistical analyses using the R program | By Bogdan Anastasiei,Expert
Introduction to Data Science,4.1,"An overview of modern data science: the practice of obtaining, exploring, modeling, and interpreting data. | By Data Hawk Tech",All Levels
From 0 to 1: Hive for Processing Big Data,4.3,"End-to-End Hive : HQL, Partitioning, Bucketing, UDFs, Windowing, Optimization, Map Joins, Indexes | By Loony Corn",All Levels
Image Recognition with Neural Networks From Scratch,3.8,Write An Image Recognition Program in Python | By Long Nguyen,All Levels
Artificial Intelligence and Machine Learning Fundamentals,4.2,Learn to develop real-world applications powered by the latest advances in intelligent systems | By Packt Publishing,Expert
Tensorflow Deep Learning - Data Science in Python,4.3,Tensorflow Deep Learning Python : Tensorflow Neural Network Training : Tensorflow Models - Android Java : Tensorflow C# | By Minerva Singh,All Levels
Learn R By Intensive Practice,4.7,Gain clear understanding of base R programming concepts and internalise through a lot of practice | By Selva Prabhakaran,Beginner
Machine Learning with Python|Business Applications|AI Robot,3.5,Machine Learning Zero to Hero for the Reinforcement learning & Classification Algorithms (Build Machine Leaning robot) | By United Engineering,All Levels
Clustering & Classification With Machine Learning In R,4.3,Harness The Power Of Machine Learning For Unsupervised & Supervised Learning In R -- With Practical Examples | By Minerva Singh,All Levels
Statistics with R - Intermediate Level,4.5,Statistical analyses using the R program | By Bogdan Anastasiei,Intermediate
Bayesian Computational Analyses with R,4.2,"Learn the concepts and practical side of using the Bayesian approach to estimate likely event outcomes. | By Geoffrey Hubona, Ph.D.",All Levels
Data Science complete guide on Linear Algebra - DeepLearning,3.2,"Solve hands-on & code in python in learning mathematics part - linear algebra behind data science, machine learning & AI | By Manifold AI Learning ®",Intermediate
Python Algorithmic Trading: Machine Learning Trading Bots,3.1,Build Trading Algorithms and Bots for forex trading and financial analysis using Python | By Packt Publishing,Beginner
"Regression, Data Mining, Text Mining, Forecasting using R",3.9,"Learn Regression Techniques, Data Mining, Forecasting, Text Mining using R | By ExcelR Solutions",All Levels
Artificial Intelligence III - Deep Learning in Java,3.9,"Deep learning fundamentals, focusing on convolutional neural networks and recurrent neural networks, LTSM, GRUs | By Holczer Balazs",All Levels
Natural Language Processing and Text Mining Without Coding,3.8,Analyze Text using Natural Language Processing ( NLP ) techniques & Text Mining without writing a single line of code. | By Ram Prasad,Beginner
"Text Mining, Scraping and Sentiment Analysis with R",4.3,Learn how to use Twitter social media data for your R text mining work. | By R-Tutorials Training,Expert
Machine Learning Technical Interview,4.2,Get ready for a technical Machine Learning interview / Data Science interview by mastering commonly asked questions! | By Vladimir Poliakov,Beginner
Forecast Anything with Excel,4.0,"Learn to create your own FORECASTS with just Microsoft Excel: trends, seasonalities, forecast intervals and more! | By Mauricio Maroto",Beginner
Regression Analysis / Data Analytics in Regression,4.4,Gain Important and Highly Marketable Skills in Regression Analysis - Tame the Regression Beast Today! | By Quantitative Specialists,All Levels
Data Science for Marketing Analytics,3.7,Achieve your marketing goals with the data analytics power of Python | By Packt Publishing,Beginner
Artificial Intelligence for Simple Games,4.1,Learn how to use powerful Deep Reinforcement Learning and Artificial Intelligence tools on examples of AI simple games! | By Jan Warchocki,Beginner
Machine Learning - beginner to advanced - 80 Hours HD,4.3,3 Course in 1 | By JADA eLearning,All Levels
Forecasting Models with Excel,3.9,Learn main forecasting models and methods from basic to expert level through a practical course with Excel. | By Diego Fernandez,All Levels
Machine Learning for Predictive Maps in Python and Leaflet,4.5,Using the power of machine learning to build predictive map applications | By Edwin Bomela,All Levels
Search Algorithms in Artificial Intelligence with Java,4.5,"This Artificial Intelligence Course Teaches Theory, Implementation, and Applications With Robot Path Planning | By Tim Buchalka's Learn Programming Academy",Intermediate
Deep Learning Hands On 2020 - Complete Course,4.8,Go from Beginner to Expert with building intuition on single neuron till deep neural networks in Keras & tensorflow | By Manifold AI Learning ®,All Levels
Machine Learning - A-Z™ Full Course,3.8,"Learn Machine Learning Algorithms in Python and R, Build Real Life Projects Like Speech and Face Recognition. | By Programming Academy- Learn and Create",All Levels
Deep Learning with The Tensorflow and Python Masterclass,4.4,Build & improve apps driven by machine learning with data & models! Use Google's deep learning framework w/ Java & AI | By John Bura,All Levels
Build and train a data model to recognize objects in images!,4.1,"Make an image recognition model with TensorFlow & Python predictive modeling, regression analysis & machine learning! | By Mammoth Interactive",Beginner
Deploying machine learning models with flask for beginners,4.0,"How to deploy a machine learning model. How to create an API for machine learning. #machinelearning, #datascience | By Dan We",Beginner
Neural Networks (ANN) using Keras and TensorFlow in Python,4.4,Learn Artificial Neural Networks (ANN) in Python. Build predictive deep learning models using Keras & Tensorflow| Python | By Start-Tech Academy,All Levels
"From 0 to 1: Machine Learning, NLP & Python-Cut to the Chase",4.1,"A down-to-earth, shy but confident take on machine learning techniques that you can put to work today | By Loony Corn",All Levels
Artificial Intelligence IV - Reinforcement Learning in Java,4.3,"All you need to know about Markov Decision processes, value- and policy-iteation as well as about Q learning approach | By Holczer Balazs",All Levels
{ C Language } Deep Learning From Ground Up™,4.3,Build Artificial Intelligence Applications in C | By Israel Gbati,All Levels
Logistic Regression with python from scratch to advanced,4.7,Deep Learning and Machine Learning for Beginners : Logistic regression for predictive analysis using python | By AI Sciences,All Levels
Build Neural Networks In Seconds Using Deep Learning Studio,4.1,Develop Keras / TensorFlow Deep Learning Models Using A GUI And Without Knowing Python Or Machine Learning | By Michael Kroeker,All Levels
Convolutional Neural Networks: Zero to Full Real-World Apps,4.5,The BEST Resource for Creating your own Convolutional Neural Networks Applications | By Mauricio Maroto,Beginner
Data Science:Data Mining & Natural Language Processing in R,4.4,"Harness the Power of Machine Learning in R for Data/Text Mining, & Natural Language Processing with Practical Examples | By Minerva Singh",All Levels
"The Complete Machine Learning 2020|Python, Math|Dummy To Pro",4.1,"Start Machine Learning & Data Science era with Python ,Math & Libraries like: SKlearn , Pandas , NumPy, Matplotlib & Gym | By SkyHub Academy",All Levels
R Programming Hands-on Specialization for Data Science (Lv1),4.6,An in-depth course on R language with real-world Data Science examples to supercharge your R data analysis skills | By Irfan Elahi,Beginner
Machine Learning for Algorithmic Trading Bots with Python,3.9,Introducing the study of machine learning and algorithmic trading for financial practitioners | By Packt Publishing,Intermediate
Python for Machine Learning and Data Mining,4.5,"Numpy, Pandas, Matplotlib, Seaborn, Neural Networks, Time Series, Market Basquet Analysis, GUIs, MySQL and much more!! | By CARLOS QUIROS",All Levels
Mastering Data Science : Learn Hands-On,3.5,Learn Data Science using Python R & SAS using real case studies | By Hands-On Skill,All Levels
Machine Learning: Build Apps & Predictions & Analyze Data,4.5,"Learn PyCharm, Java, Keras, TensorFlow & Kotlin. Use neural networks, deep learning & artificial intelligence. | By Mammoth Interactive",All Levels
Machine Learning: Build neural networks in 77 lines of code,4.6,Machine Learning and Artificial Intelligence for beginners. How to build a neural network in 77 lines of Python code. | By Milo Spencer-Harper,Beginner
Applied Machine Learning in R,4.5,Get the essential machine learning skills and use them in real life situations | By Bogdan Anastasiei,All Levels
Deep Learning & Neural Nets Mathematical Derivations-Part-1,4.5,Learn Both Concepts & Complex Math Derivations For Neural Networks ! | By Ahmed Fathy Hagar,All Levels
Math for Machine Learning,4.3,Learn the core topics of Machine Learning to open doors to data science and artificial intelligence. | By Richard Han,All Levels
Python & Introduction to Data Science,4.3,Learn the basics of Python and the most important Data Science libraries with this step by step guide! | By AI 4 MY,Beginner
Getting Started with Embedded AI | Edge AI,3.4,Explained a demo application to recognize fault of a small DC motor by analyzing vibrational pattern via Embedded/EdgeAI | By Embedded Insider,Intermediate
Python + Data Science : Practical Guide [13 Hours],4.8,"Learn Data Science + Python to do Web Scraping, Data Analysis, Data Visualization, Machine Learning, Deep Learning... | By Eduonix Learning Solutions",All Levels
Artificial Intelligence in Arabicالذكاء الصناعي مبتدئ لمحترف,4.7,"تعلم مبادئ الذكاء الصناعي عن طريق ١٠ مشاريع عملية | By Dr. Ryan Ahmed, Ph.D., MBA",All Levels
Learning Path: R: Complete Machine Learning & Deep Learning,4.2,Unleash the true potential of R to unlock the hidden layers of data | By Packt Publishing,Expert
Machine Learning for Beginners-Regression Analysis in Python,4.5,Linear Regression in Python| Simple Regression & Multiple Regression are essential for Machine Learning & Econometrics | By Start-Tech Academy,All Levels
