title,rating,level,link,detail
Algorithmic Problems in Python,4.3,All Levels,https://www.udemy.com/course/algorithmic-problems-in-python/,"Learn recursion, backtracking (n-queens problem etc.) and dynamic programming (knapsack problem etc.) | By Holczer Balazs"
Learn Data Mining and Machine Learning With Python,4.7,All Levels,https://www.udemy.com/course/implement-machine-learning-in-data-mining-using-python/,Learn how to create Machine Learning algorithms in Python and use them in Data Mining | By Data Science Guide
Machine Learning Optimization Using Genetic Algorithm,4.0,Intermediate,https://www.udemy.com/course/machine-learning-optimization-using-genetic-algorithm/,Learn how to optimize Machine Learning algorithms' performances and apply feature selection using Genetic Algorithm | By Curiosity for Data Science
Deploy Serverless Machine Learning Models to AWS Lambda,4.7,Beginner,https://www.udemy.com/course/deploy-serverless-machine-learning-models-to-aws-lambda/,Use Serverless Framework for fast deployment of different ML models to scalable and cost-effective AWS Lambda service. | By Milan Pavlović
Machine Learning Projects A-Z : Kaggle and Real World Pro,4.5,All Levels,https://www.udemy.com/course/machine-learning-projects-kaggle-and-real-world-pro/,Master Machine Learning Kaggle and Real World Projects and Start Participating in Competitive Forums | By Geekshub Pvt Ltd
Artificial Intelligence I: Basics and Games in Java,4.3,All Levels,https://www.udemy.com/course/artificial-intelligence-games-in-java/,"A guide how to create smart applications, AI, genetic algorithms, pruning, heuristics and metaheuristics | By Holczer Balazs"
[2020] 12 Real World CaseStudies for Machine Learning,4.6,All Levels,https://www.udemy.com/course/12-real-world-case-studies-for-machine-learning/,Master Machine Learning by getting your hands dirty on Real Life Case studies. Be A Kaggle and Industry Grandmaster. | By Cosmic .
Applied Time Series Analysis and Forecasting with R Projects,4.4,Intermediate,https://www.udemy.com/course/r-applied-time-series-analysis-forecasting-r-projects-r-tutorials/,Use R to work on real world time series analysis and forecasting examples. Applied data science with R. | By R-Tutorials Training
Survival Analysis in R,4.4,All Levels,https://www.udemy.com/course/survival-analysis-in-r/,"Use R to master survival analysis, duration analysis, event time analysis or reliability analysis. | By R-Tutorials Training"
Regression Analysis for Statistics & Machine Learning in R,4.3,All Levels,https://www.udemy.com/course/regression-analysis-for-statistics-machine-learning-in-r/,Learn Complete Hands-On Regression Analysis for Practical Statistical Modelling and Machine Learning in R | By Minerva Singh
Machine Learning Regression Masterclass in Python,4.5,Beginner,https://www.udemy.com/course/machine-learning-regression-masterclass-in-python/,"Build 8+ Practical Projects and Master Machine Learning Regression Techniques Using Python, Scikit Learn and Keras | By Dr. Ryan Ahmed, Ph.D., MBA"
R Programming for Simulation and Monte Carlo Methods,4.2,All Levels,https://www.udemy.com/course/r-programming-for-simulation-and-monte-carlo-methods/,"Learn to program statistical applications and Monte Carlo simulations with numerous ""real-life"" cases and R software. | By Geoffrey Hubona, Ph.D."
Complete Time Series Analysis With Python,4.2,All Levels,https://www.udemy.com/course/complete-time-series-data-analysis-bootcamp-with-python/,"Python Time Series: How To Use Data Science, Statistics & Machine Learning For Modelling Time Series Data in Python | By Minerva Singh"
Artificial Intelligence II - Neural Networks in Java,4.6,All Levels,https://www.udemy.com/course/neural-networks-from-scratch-in-java/,"Hopfield networks, neural networks, backpropagation, optical character recognition, feedforward networks | By Holczer Balazs"
Natural Language Processing (NLP) with Python and NLTK,4.1,Beginner,https://www.udemy.com/course/natural-language-processing-with-python-and-nltk/,"Practical Approach : Collecting and Preprocessing text data, Data Visualization, Model Building and NLP Apps | By CARLOS QUIROS"
Species Distribution Models with GIS & Machine Learning in R,4.4,All Levels,https://www.udemy.com/course/species-distribution-models-with-gis-machine-learning-in-r/,Mapping Habitat Suitability for Conservation Using Machine Learning and GIS in R | By Minerva Singh
Data Science Masterclass With R! 4 Projects+8 Case Studies,4.0,All Levels,https://www.udemy.com/course/data-science-complete-course/,"Data Science by IITian -Data Science+R Programming ,Data analysis, Data Visualization, Data Science: Data Pre-processing | By Up Degree"
Generate and visualize data in Python and MATLAB,4.5,All Levels,https://www.udemy.com/course/suv-data-mxc/,"Learn how to simulate and visualize data for data science, statistics, and machine learning in MATLAB and Python | By Mike X Cohen"
Machine Learning: Beginner Reinforcement Learning in Python,4.6,Beginner,https://www.udemy.com/course/machine-learning-beginner-reinforcement-learning-in-python/,How to teach a neural network to play a game using delayed gratification in 146 lines of Python code | By Milo Spencer-Harper
Artificial Intelligence & Machine Learning for Business,4.0,All Levels,https://www.udemy.com/course/artificial-intelligence-machine-learning-business/,"The Ultimate Artificial Intelligence & Machine Learning course for CxOs, Managers, Team Leaders and Entrepreneurs | By Analytics Vidhya"
Machine Learning Masterclass: From Beginner to Advanced,4.6,All Levels,https://www.udemy.com/course/machine-learning-masterclass-from-beginner-to-advanced/,"A collaboration between 8 instructors! Jump into Python, TensorFlow, PyCharm, API & CIFAR-10 for mobile developmement. | By Mammoth Interactive"
Machine Learning for Data Science using MATLAB,4.6,Beginner,https://www.udemy.com/course/machine-learning-for-datascience-using-matlab/,"Learn to implement classification and clustering algorithms using MATLAB with practical examples, projects and datasets | By Nouman Azam"
Text Mining and Natural Language Processing in R,4.3,All Levels,https://www.udemy.com/course/text-mining-and-natural-language-processing-in-r/,Hands-on text mining and natural language processing (NLP) training for data science applications in R | By Minerva Singh
Statistics in R - The R Language for Statistical Analysis,4.4,Intermediate,https://www.udemy.com/course/statisticsinr/,"Statistics made easy with the open source R language. Learn about Regression, Hypothesis tests, R Commander ... | By R-Tutorials Training"
Data Science & Machine Learning : Hands on Data Science 2020,4.4,All Levels,https://www.udemy.com/course/data-science-with-python-and-pandas/,"Numpy, Pandas, Matplotlib, Scikit-Learn, WebScraping, Data Science, Machine Learning, Pyspark, statistics, Data Science | By Ankit Mistry"
Deep Learning Complete Guide for Calculus - Machine Learning,4.2,Intermediate,https://www.udemy.com/course/deep-learning-calculus-data-science-machine-learning-ai/,Mastering Calculus for Deep learning / Machine learning / Data Science / Data Analysis / AI using Python | By Manifold AI Learning ®
Apache Spark Hands on Specialization for Big Data Analytics,4.2,All Levels,https://www.udemy.com/course/apache-spark-hands-on-course-big-data-analytics/,In-depth course to master Apache Spark Development using Scala for Big Data (with 30+ real-world & hands-on examples) | By Irfan Elahi
Mastering FinTech and Machine Learning!,4.2,All Levels,https://www.udemy.com/course/mastering-fintech-and-machine-learning/,Learn how successful people trade and invest! Dominate the world of Finance with Python and Machine Learning! | By Mammoth Interactive
Complete Python for data science and cloud computing,4.2,All Levels,https://www.udemy.com/course/complete-python-for-data-science-and-cloud-computing/,A complete & in-depth use case course taught by data science PHD & business consultants with thousand examples | By Datagist INC
Mathematics for Data Science and Machine Learning using R,4.5,All Levels,https://www.udemy.com/course/mathematics-for-data-science-and-machine-learning-using-r/,"Learn the fundamental mathematics for Data Science, AI &ML using R | By Eduonix Learning Solutions"
Data Mining with R: Go from Beginner to Advanced!,4.0,All Levels,https://www.udemy.com/course/data-mining-with-r-go-from-beginner-to-advanced/,"Learn to use R software for data analysis, visualization, and to perform dozens of popular data mining techniques. | By Geoffrey Hubona, Ph.D."
Python Regression Analysis: Statistics & Machine Learning,4.8,All Levels,https://www.udemy.com/course/python-regression-analysis-statistics-machine-learning/,Learn Complete Hands-On Regression Analysis for Practical Statistical Modelling and Machine Learning in Python | By Minerva Singh
Machine Learning with Python from Scratch,3.8,Beginner,https://www.udemy.com/course/python-machine-learning/,"Mastering Machine Learning Algorithms including Neural Networks with Numpy, Pandas, Matplotlib, Seaborn and Scikit-Learn | By Tim Buchalka's Learn Programming Academy"
Linear Algebra for Data Science & Machine learning in Python,4.2,All Levels,https://www.udemy.com/course/linear-algebra-for-data-science-machine-learning-in-python/,"Learn Concepts of Linear Algebra and Implement using Python 3, Hands on Numpy, Pandas for Data Science & Linear Algebra | By El Farouk Yasser"
Regression Analysis for Beginners,4.6,All Levels,https://www.udemy.com/course/learn-regression-analysis-for-business/,Learn Regression Analysis and build your own Regression Model step by step through real business scenarios | By Data Science Guide
Machine Learning 2020: Complete Maths for Machine Learning,4.1,Beginner,https://www.udemy.com/course/machine-learning-2020-complete-maths-for-machine-learning/,"Learn Math for Machine Learning, Math for Data Science, Linear Algebra, Calculus, Vectors & Matrices, Probability & more | By Jitesh Khurkhuriya"
Introduction to Artificial Neural Network and Deep Learning,4.5,All Levels,https://www.udemy.com/course/introduction-to-artificial-neural-network-and-deep-learning/,The Best Machine Learning Techniques for Data Science in Java and Neuroph with Application in Image Recognition | By Prof. Seyedali Mirjalili
Clustering & Classification With Machine Learning In Python,4.3,All Levels,https://www.udemy.com/course/clustering-classification-with-machine-learning-in-python/,Harness The Power Of Machine Learning For Unsupervised & Supervised Learning In Python | By Minerva Singh
The Complete Python Course for Machine Learning Engineers,4.3,Beginner,https://www.udemy.com/course/the-complete-python-course-for-machine-learning-engineers/,The First Course in a Series for Mastering Python for Machine Learning Engineers | By Mike West
Apache Spark 2.0 + Python : DO Big Data Analytics & ML,4.2,Beginner,https://www.udemy.com/course/apache-spark-20-python-do-big-data-analytics-ml/,"Project Based, Hands-on Practices, Spark SQL, Spark Streaming, Real life Full cycle Project | By V2 Maestros, LLC"
Introduction to Natural Language Processing (NLP),4.3,Beginner,https://www.udemy.com/course/natural-language-processing/,Learn how to analyze text data. | By Brian Sacash
Accelerate Deep Learning on Raspberry Pi,3.6,Beginner,https://www.udemy.com/course/accelerate-deep-learning-on-raspberry-pi-movidius/,"How to Accelerate your AI Object Detection Models 5X faster on a Raspberry Pi 3, using Intel Movidius for Deep Learning | By Augmented Startups"
Practical Neural Networks and Deep Learning in Python,4.3,All Levels,https://www.udemy.com/course/practical-neural-networks-and-deep-learning-in-python/,"Your Complete Guide to Implementing PyTorch, Keras, Tensorflow Algorithms: Neural Networks and Deep Learning in Python | By Minerva Singh"
Causal Data Science with Directed Acyclic Graphs,4.4,All Levels,https://www.udemy.com/course/causal-data-science/,"Get to know the modern tools for causal inference from machine learning and AI, with many practical examples in R | By Paul Hünermund"
"The Python Masterclass: Build AI, ML and TensorFlow Models",4.2,All Levels,https://www.udemy.com/course/pythonmammothinteractive/,"Learn to analyze data to make decisions and predict the future. Use project tools with Android support, Python and Java. | By Mammoth Interactive"
